Branch,Efficiency_Score,Status
Hunter Station Branch,0.99952,Inefficient
Shadow Creek Ranch Branch,0.99952,Inefficient
Thornapple Branch,0.99952,Inefficient
1400 NW 17th Avenue Branch,0.999519,Inefficient
Florida Mall Branch,0.999519,Inefficient
Locust Valley Banking Center Branch,0.999519,Inefficient
Longmont Branch,0.999519,Inefficient
Okemos Branch,0.999519,Inefficient
Yale and 41st Branch,0.999519,Inefficient
Chicago - State & Division Branch,0.999518,Inefficient
Chicago Avenue Banking Center Branch,0.999518,Inefficient
Greece Long Pond Branch,0.999518,Inefficient
Oakhurst Branch,0.999518,Inefficient
Southern Branch,0.999518,Inefficient
Grayslake Banking Center Branch,0.999517,Inefficient
Greeley Downtown Branch,0.999517,Inefficient
Monterrey Branch,0.999517,Inefficient
Coffee Road Branch,0.999516,Inefficient
Fontana Branch,0.999516,Inefficient
Mentor Shore Branch,0.999516,Inefficient
Miami-Tamiami Marketplace Branch,0.999516,Inefficient
Sr 37 and 141st Branch,0.999516,Inefficient
A Street and Main Branch,0.999515,Inefficient
N University Drive Branch,0.999515,Inefficient
Preston and Warren Branch,0.999515,Inefficient
Los Banos Branch,0.999514,Inefficient
Mendocino Avenue Branch,0.999514,Inefficient
Sixth Street Branch,0.999514,Inefficient
Kamms Plaza Branch,0.999513,Inefficient
North Main Street Branch,0.999513,Inefficient
Fontana - Sierra Lakes,0.999512,Inefficient
Gratiot and 23 Mile Branch,0.999512,Inefficient
Oakdale Banking Center Branch,0.999512,Inefficient
Randall and Binnie Branch,0.999512,Inefficient
College Bridge Branch,0.999511,Inefficient
Crossroads Branch,0.999511,Inefficient
Dover Main Branch,0.999511,Inefficient
Farmingdale Banking Center Branch,0.999511,Inefficient
Harper-Metropolitan Parkway Branch,0.999511,Inefficient
Lincoln Square Banking Center Branch,0.999511,Inefficient
Second Ave E and 53rd St Branch,0.999511,Inefficient
Fairfield Commons Branch,0.99951,Inefficient
Lynnwood Financial Center Branch,0.99951,Inefficient
Poughkeepsie Plaza Mall Branch,0.99951,Inefficient
Saddle Rock Branch,0.99951,Inefficient
Dimond Branch,0.999509,Inefficient
Hurstbourne Branch,0.999509,Inefficient
Flushing Avenue Branch,0.999508,Inefficient
Hillsdale Branch,0.999508,Inefficient
Janesville Main Office Branch,0.999508,Inefficient
Medina Branch,0.999508,Inefficient
Utica Avenue Branch,0.999508,Inefficient
Belmont and Central Banking Center Branch,0.999507,Inefficient
Bristol Branch,0.999507,Inefficient
Southbay Pavilion Branch,0.999507,Inefficient
Brookhaven Branch,0.999506,Inefficient
East Chapman Branch,0.999506,Inefficient
Irving and Kedzie Branch,0.999506,Inefficient
Lake Worth Road Branch,0.999506,Inefficient
Tanglewood Branch,0.999506,Inefficient
Rosencrans Branch,0.999505,Inefficient
Tropicana Marketplace Branch,0.999505,Inefficient
Utica Square Branch,0.999505,Inefficient
Visalia Branch,0.999505,Inefficient
Concord Downtown Branch,0.999504,Inefficient
Great Lakes Mall Branch,0.999504,Inefficient
I 35 and Sam Bass Branch,0.999504,Inefficient
Camelback and 59th Avenue Branch,0.999503,Inefficient
Sandy South Towne Branch,0.999503,Inefficient
Austin Bluffs Branch,0.999502,Inefficient
East Flagstaff Branch,0.999502,Inefficient
Noroton Heights Banking Ctr Branch,0.999502,Inefficient
Walnut Street Branch,0.999502,Inefficient
Abilene Branch,0.999501,Inefficient
Briarcliff Manor Branch,0.999501,Inefficient
Foothill Branch,0.999501,Inefficient
International District Uwajimaya Brh,0.999501,Inefficient
Moses Lake Branch,0.999501,Inefficient
North Broadway Branch,0.999501,Inefficient
North Miami 125 St Branch,0.999501,Inefficient
Ridgeland & 12th Banking Ctr Branch,0.999501,Inefficient
Thomas and 59th Avenue Branch,0.999501,Inefficient
Ventura Blvd and Calvin Branch,0.999501,Inefficient
Yuma West Branch,0.999501,Inefficient
Deal Branch,0.9995,Inefficient
Grand Meekman Banking Center Branch,0.9995,Inefficient
Gulf Freeway Branch,0.9995,Inefficient
Keystone and 96th Branch,0.9995,Inefficient
Main & Raymond Banking Center Branch,0.9995,Inefficient
Merrillville Branch,0.9995,Inefficient
Bell Road & Cotton Lane Banking Center Branch,0.999499,Inefficient
Biddle Eureka Branch,0.999499,Inefficient
Flamingo and I 215 Branch,0.999499,Inefficient
Hialeah Branch,0.999499,Inefficient
Los Angeles - Gage Center Branch,0.999499,Inefficient
Rockwell and 122nd Branch,0.999499,Inefficient
Schererville Branch,0.999499,Inefficient
Youree South Banking Center Branch,0.999499,Inefficient
Colts Neck Banking Center Branch,0.999498,Inefficient
Cumberland and 116th Branch,0.999498,Inefficient
Lansdowne Branch,0.999498,Inefficient
Park Slope West Bnkg Center Branch,0.999498,Inefficient
Plaza D Street Branch,0.999498,Inefficient
Rockaway Branch,0.999498,Inefficient
Westlake Loveland Branch,0.999498,Inefficient
Avon Branch,0.999497,Inefficient
Forest Hills Branch,0.999497,Inefficient
Oxford High Street Branch,0.999497,Inefficient
So Brooklyn - Smith Street Branch,0.999497,Inefficient
Carroll Gardens Branch,0.999496,Inefficient
Frandor Branch,0.999496,Inefficient
Renner and North Star Branch,0.999496,Inefficient
Rocky River Banking Center Branch,0.999496,Inefficient
Warner & Lindsay Banking Center Branch,0.999496,Inefficient
Franklin Square Banking Center Branch,0.999495,Inefficient
Magnolia Ave and Tyler Branch,0.999495,Inefficient
West Linn Branch,0.999495,Inefficient
Midtown Banking Center Branch,0.999494,Inefficient
Rayford Road & Imperial Oaks Banking Center Branch,0.999494,Inefficient
East Alisal Branch,0.999493,Inefficient
Ft Greene Branch,0.999493,Inefficient
Hercules Branch,0.999493,Inefficient
Seventh North Branch,0.999493,Inefficient
Woodlands North Banking Center Branch,0.999493,Inefficient
Chestnut Ridge Branch,0.999492,Inefficient
Folsom Branch,0.999492,Inefficient
Northwood Branch,0.999492,Inefficient
Sheridan and 80th Branch,0.999492,Inefficient
South Jordan Branch,0.999492,Inefficient
Coddingtown Branch,0.999491,Inefficient
E 14th Oakland Branch,0.999491,Inefficient
Gresham Branch,0.999491,Inefficient
Harrison-Golf Links Branch,0.999491,Inefficient
Kent Main Branch,0.999491,Inefficient
North Gables Banking Center Branch,0.99949,Inefficient
Boca Park Branch,0.999489,Inefficient
Broadway and 144th St Branch,0.999489,Inefficient
Brownsburg Branch,0.999489,Inefficient
Richmond Hill North Bkg. Ctr. Branch,0.999489,Inefficient
San Lorenzo Branch,0.999489,Inefficient
South Soto Street Branch,0.999489,Inefficient
Tanasbourne Branch,0.999489,Inefficient
Westwood Branch,0.999489,Inefficient
Zandale Branch,0.999489,Inefficient
Rockville Road Banking Center Branch,0.999488,Inefficient
Carmichael Branch,0.999487,Inefficient
Dequindre 18 Mile Rd Branch,0.999487,Inefficient
Eastway Branch,0.999487,Inefficient
Lincoln Byron Banking Center Branch,0.999487,Inefficient
Norwood Broadway Branch,0.999487,Inefficient
Pilot Butte Branch,0.999487,Inefficient
Romeoville/Phelps Branch,0.999487,Inefficient
Delafield Branch,0.999486,Inefficient
Fort Lauderdale Harbor Shops Branch,0.999486,Inefficient
Elk Grove Town Center Branch,0.999485,Inefficient
Klein Branch,0.999485,Inefficient
Lakewood Plaza Branch,0.999485,Inefficient
Manteca Branch,0.999485,Inefficient
Woodland Park Branch,0.999485,Inefficient
Bayonne 30th St Branch,0.999484,Inefficient
Bishop Branch,0.999484,Inefficient
Fishers Banking Center Branch,0.999484,Inefficient
Findlay Main Branch,0.999483,Inefficient
Kedzie Branch,0.999483,Inefficient
Miami - Flagler Branch,0.999483,Inefficient
Sun City-Peoria Branch,0.999483,Inefficient
Barboursville Branch,0.999482,Inefficient
Chandler and Desert Foothills Banking Center Branch,0.999482,Inefficient
Forest Hills Cascade Branch,0.999482,Inefficient
Harahan Branch,0.999482,Inefficient
Macarthur and Sandy Lake Branch,0.999482,Inefficient
Monticello Branch,0.999482,Inefficient
Pullman Branch,0.999482,Inefficient
Waukesha Branch,0.999482,Inefficient
Arapahoe and Yosemite Branch,0.999481,Inefficient
Armitage and Cicero Banking Center Branch,0.999481,Inefficient
Cross Timbers and Morriss Branch,0.999481,Inefficient
Edgebrook Branch,0.999481,Inefficient
Grass Valley Church Branch,0.999481,Inefficient
Martin Luther King Branch,0.999481,Inefficient
Vancouver Branch,0.999481,Inefficient
West Highland Ave Branch,0.999481,Inefficient
Willow Station Branch,0.999481,Inefficient
Firehouse Square Branch,0.99948,Inefficient
Melbourne Square Branch,0.99948,Inefficient
St. Charles & West Ave Bnkg Ctr Brh,0.99948,Inefficient
Boston Post Road & Racebrook Banking Center,0.999479,Inefficient
Colonial Plaza Branch,0.999479,Inefficient
Providence Branch,0.999479,Inefficient
Riverpark Branch,0.999479,Inefficient
Bruce B Downs and 56,0.999478,Inefficient
Bryn Mawr Banking Center Branch,0.999478,Inefficient
Highland Drive Branch,0.999478,Inefficient
Weber & Airport Banking Ctr Branch,0.999478,Inefficient
Allerton Avenue Branch,0.999477,Inefficient
Allisonville Road and 62nd Branch,0.999477,Inefficient
Big Beaver and John R Bkg. Ctr. Branch,0.999477,Inefficient
Dougherty and Bollinger Branch,0.999477,Inefficient
Loyola Branch,0.999477,Inefficient
Miami Shores Branch,0.999477,Inefficient
Ojai Branch,0.999477,Inefficient
Pearland Branch,0.999477,Inefficient
Queens Village Banking Center Branch,0.999477,Inefficient
Rockford Branch,0.999477,Inefficient
Temple Banking Center Branch,0.999477,Inefficient
Ventura Road and Doris Branch,0.999477,Inefficient
Campbell - Pruneyard Branch,0.999476,Inefficient
Howland Branch,0.999476,Inefficient
Rocky Point Branch,0.999476,Inefficient
San Diego - Sorrento Valley Branch,0.999476,Inefficient
West Flushing Branch,0.999476,Inefficient
Yucca Valley Branch,0.999476,Inefficient
Main and Teel Branch,0.999475,Inefficient
Mission Paseo Branch,0.999475,Inefficient
Sarasota Downtown Branch,0.999475,Inefficient
Bethel Sawmill Banking Ctr. Branch,0.999474,Inefficient
Cedar Lane Branch,0.999474,Inefficient
Franklin Township Branch,0.999474,Inefficient
Swartz Creek Branch,0.999474,Inefficient
Weston Commons Branch,0.999474,Inefficient
Fairfield Branch,0.999473,Inefficient
M-59 Branch,0.999473,Inefficient
South Shores Center Branch,0.999473,Inefficient
Trinity Branch,0.999473,Inefficient
Carmel Valley Branch,0.999472,Inefficient
Mcclean Branch,0.999472,Inefficient
Shadeland and 75th Branch,0.999472,Inefficient
Ardsley Ashford Branch,0.999471,Inefficient
Deerbrook Branch,0.999471,Inefficient
South Canal Banking Center Branch,0.999471,Inefficient
Barberton Branch,0.99947,Inefficient
Dearborn and Ohio Branch,0.99947,Inefficient
Kingston Plaza Branch,0.99947,Inefficient
North Richland Hills Brnch Branch,0.99947,Inefficient
Rancho Vistoso Branch,0.99947,Inefficient
Chicago Board Of Trade Banking Center Branch,0.999469,Inefficient
Clovis Branch,0.999469,Inefficient
Grand Prairie Banking Branch,0.999469,Inefficient
Westhampton Beach Branch,0.999469,Inefficient
Beaverton Branch,0.999468,Inefficient
Chatham Banking Center Branch,0.999468,Inefficient
Bolingbrook/Weber Banking Center Branch,0.999467,Inefficient
Litchfield and Waddell Banking Center Branch,0.999467,Inefficient
New Vernon Branch,0.999467,Inefficient
South Gessner and 59s Branch,0.999467,Inefficient
Walnut Station Branch,0.999467,Inefficient
Taylor and May Banking Center Branch,0.999466,Inefficient
Bellingham Branch,0.999465,Inefficient
Miami - Kendall Square Branch,0.999465,Inefficient
Slaughter and Mopac Bkg. Ctr. Branch,0.999465,Inefficient
Central Park Avenue Branch,0.999464,Inefficient
Groesbeck-13 Mile Branch,0.999464,Inefficient
Oakland 20th St Branch,0.999464,Inefficient
Walnut Hill and Monroe Branch,0.999464,Inefficient
Pluckemin Banking Center Branch,0.999463,Inefficient
Westheimer and Eldridge Branch,0.999463,Inefficient
Ajo Way and 16th Ave Branch,0.999462,Inefficient
Holbrook Branch,0.999462,Inefficient
Hollywood - Young Circle Branch,0.999462,Inefficient
LA Verne Branch,0.999462,Inefficient
Ladera Ranch Branch,0.999462,Inefficient
Monroe Ct Branch,0.999462,Inefficient
Montgomery Branch,0.999462,Inefficient
Stewart Manor Branch,0.999462,Inefficient
Oak Lawn 95th Street Banking Center Branch,0.999461,Inefficient
Sagamore Branch,0.999461,Inefficient
Marietta Branch,0.99946,Inefficient
Almaden Valley Banking Center Branch,0.999459,Inefficient
Morse Road Branch,0.999459,Inefficient
Northside Branch,0.999459,Inefficient
Southport Emerson Branch,0.999459,Inefficient
Gonzales Banking Center Branch,0.999458,Inefficient
Market Place At Brick Branch,0.999458,Inefficient
New City Branch,0.999458,Inefficient
Beglis Parkway Branch,0.999457,Inefficient
First St Branch,0.999456,Inefficient
Hilliard Branch,0.999456,Inefficient
South Broadway Yonkers Branch,0.999456,Inefficient
Forest Hills Branch,0.999455,Inefficient
Lake Forest Park Branch,0.999455,Inefficient
Market and 15th Banking Center Branch,0.999455,Inefficient
Pasadena East Branch,0.999455,Inefficient
Pewaukee Branch,0.999455,Inefficient
76th & Morgan Branch,0.999454,Inefficient
Eagle Financial Center Branch,0.999454,Inefficient
Eola & Indian Trail Bnkg Ctr Branch,0.999454,Inefficient
Fairfield Passaic Branch,0.999454,Inefficient
Morro Bay Branch,0.999454,Inefficient
University and Evans Branch,0.999454,Inefficient
East Highland Branch,0.999453,Inefficient
Guadalupe and Mcclintock Branch,0.999453,Inefficient
Ormond Branch,0.999453,Inefficient
Queens Blvd and 63rd Ave Branch,0.999453,Inefficient
Sammamish Highlands Branch,0.999453,Inefficient
San Francisco - Embarcadero Branch,0.999453,Inefficient
Short North Branch,0.999453,Inefficient
Tampa Palms Branch,0.999453,Inefficient
Vista Ridge Branch,0.999453,Inefficient
New Rochelle Main St Branch,0.999452,Inefficient
Nichols Hills Branch,0.999452,Inefficient
Vrain and 120th Branch,0.999452,Inefficient
Aurora Branch,0.999451,Inefficient
Grand Blanc South Bkg. Ctr. Branch,0.999451,Inefficient
Keystone At The Crossing Branch,0.999451,Inefficient
Portage Branch,0.999451,Inefficient
South Sherwood Forest Branch,0.999451,Inefficient
Bird Road Branch,0.99945,Inefficient
Carpinteria Branch,0.99945,Inefficient
Edgewater Branch,0.99945,Inefficient
Garland Branch,0.99945,Inefficient
San Luis Branch,0.99945,Inefficient
Wadsworth Branch,0.99945,Inefficient
Crown Point Branch,0.999449,Inefficient
Madison Ave Branch,0.999449,Inefficient
Post Commons Branch,0.999449,Inefficient
Second Avenue & 93rd St Bnkg Branch,0.999449,Inefficient
Stony Point Branch,0.999449,Inefficient
Union City Branch,0.999449,Inefficient
Van Dyke 23 Mile Road Branch,0.999449,Inefficient
Hebron Parkway and Josey Branch,0.999448,Inefficient
Kenwood Branch,0.999448,Inefficient
Matlock & Arbrook Banking Branch,0.999448,Inefficient
Milestone Center Branch,0.999448,Inefficient
Piscataway Branch,0.999448,Inefficient
Wayne Branch,0.999448,Inefficient
Georgetown Banking Center Branch,0.999447,Inefficient
Granbury Branch,0.999447,Inefficient
Mission Bend Branch,0.999447,Inefficient
Moorpark Town Center Branch,0.999447,Inefficient
Admiral Junction Branch,0.999446,Inefficient
Central Arlington Branch,0.999446,Inefficient
Huntington Branch,0.999446,Inefficient
City Island Branch,0.999445,Inefficient
Groesbeck-Metropolitan Branch,0.999445,Inefficient
Riverdale Branch,0.999445,Inefficient
Rocklin Branch,0.999445,Inefficient
West Freehold Branch,0.999445,Inefficient
Buckeye Branch,0.999444,Inefficient
Crater Branch,0.999444,Inefficient
Nepperhan Avenue Branch,0.999444,Inefficient
Perkins Road Branch,0.999444,Inefficient
Queens Plaza Banking Center Branch,0.999444,Inefficient
Shoregate Branch,0.999444,Inefficient
Roscoe Branch,0.999443,Inefficient
South Centerville Branch,0.999443,Inefficient
Highway 6 and Longenbaugh Branch,0.999442,Inefficient
Stevenson Ranch Branch,0.999442,Inefficient
Godwin Avenue Branch,0.999441,Inefficient
Brentwood Branch,0.99944,Inefficient
Bellport Branch,0.999439,Inefficient
Fort Bragg Branch,0.999439,Inefficient
Fremont - Pacific Commons Branch,0.999439,Inefficient
Tatum & Dynamite Banking Center Branch,0.999439,Inefficient
Denison Branch,0.999438,Inefficient
Everman Branch,0.999438,Inefficient
Kingsbridge Road Branch,0.999438,Inefficient
Lakewood Slidell Branch,0.999438,Inefficient
South Arlington Branch,0.999438,Inefficient
Strongsville Branch,0.999438,Inefficient
University Village Branch,0.999438,Inefficient
Cherry Lane Northbrook Branch,0.999437,Inefficient
Fifth Avenue Branch,0.999437,Inefficient
Lake Worth Main Branch,0.999437,Inefficient
Gun Hill Branch,0.999436,Inefficient
National City Branch,0.999436,Inefficient
Union Hills and 59th Avenue Branch,0.999436,Inefficient
El Sereno Branch,0.999435,Inefficient
Haledon Branch,0.999435,Inefficient
Penfield Branch,0.999435,Inefficient
Shrewsbury Branch,0.999435,Inefficient
Solana Beach Branch,0.999435,Inefficient
Spring Hill - Mariner Branch,0.999434,Inefficient
State and Archer Banking Center Branch,0.999433,Inefficient
Streamwood Route 59 Banking Center Branch,0.999433,Inefficient
Bee Cave & Highway 71 Bkg. Ctr. Branch,0.999432,Inefficient
Chico East Branch,0.999432,Inefficient
Chino - Towne Center Branch,0.999432,Inefficient
Greenfield Hill Branch,0.999431,Inefficient
Middle Belt-Eleven Mile Road Branch,0.999431,Inefficient
Prestonwood Branch,0.999431,Inefficient
Capitol Branch,0.99943,Inefficient
Horizon Marketplace Branch,0.99943,Inefficient
Miller Barnes Branch,0.99943,Inefficient
Slauson Branch,0.99943,Inefficient
Second Ave and 106th St Branch,0.999429,Inefficient
Village At Coventry Branch,0.999429,Inefficient
Farmingville Branch,0.999428,Inefficient
Oakland Ramapo Valley Rd Branch,0.999427,Inefficient
Peoria and 67th Avenue Branch,0.999427,Inefficient
West Alameda Ave Branch,0.999427,Inefficient
Bethpage Branch,0.999426,Inefficient
Casa View Branch,0.999426,Inefficient
Elkhorn Main Office Branch,0.999426,Inefficient
Seattle-Belltown Financial Center Branch,0.999426,Inefficient
West Monroe and Franklin Branch,0.999426,Inefficient
Army Trail and Bloomingdale Branch,0.999425,Inefficient
Grand and Harlem Branch,0.999424,Inefficient
Highway 6 and West Airport Banking Center Branch,0.999424,Inefficient
Richmond Road Branch,0.999424,Inefficient
Sagemont Branch,0.999424,Inefficient
Bergen Park Banking Center Branch,0.999423,Inefficient
Congress Branch,0.999423,Inefficient
East Broad Branch,0.999423,Inefficient
Lancaster Blvd Branch,0.999423,Inefficient
Orenco Station Financial Ctr Branch,0.999423,Inefficient
Renton Branch,0.999423,Inefficient
West Oaks Branch,0.999423,Inefficient
Ashland Road Branch,0.999422,Inefficient
Harvey Branch,0.999422,Inefficient
Lake Worth - US Hwy 441 Branch,0.999422,Inefficient
State Avenue Branch,0.999422,Inefficient
Boca Chica Branch,0.999421,Inefficient
Naperville Downtown Branch,0.999421,Inefficient
Pompano Beach Branch,0.999421,Inefficient
Salmon Creek Branch,0.999421,Inefficient
Spokane Valley Branch,0.99942,Inefficient
The Summit Branch,0.99942,Inefficient
Jurupa Valley Branch,0.999419,Inefficient
Little Village Branch,0.999419,Inefficient
South Riverside Banking Center Branch,0.999419,Inefficient
Canyon Park Branch,0.999418,Inefficient
Hammocks Branch,0.999418,Inefficient
2209 Via Anacapa Branch,0.999417,Inefficient
Orland Park Harlem Bkg. Ctr. Branch,0.999417,Inefficient
Santa Monica Saltair Branch,0.999417,Inefficient
Vero Beach 12 Street Branch,0.999417,Inefficient
Greenwood Branch,0.999416,Inefficient
Red Road Branch,0.999416,Inefficient
Tomball Banking Center Branch,0.999416,Inefficient
Beckley Main Branch,0.999415,Inefficient
Brewster Branch,0.999415,Inefficient
East 18th Branch,0.999415,Inefficient
Hamburg Place Branch,0.999415,Inefficient
Camp Wisdom and 360 Branch,0.999414,Inefficient
Wekiva Springs Branch,0.999414,Inefficient
Las Americas Branch,0.999413,Inefficient
Third Ave Adn 69th St Branch,0.999413,Inefficient
290 and Spring Cypress Banking Center Branch,0.999412,Inefficient
Brewster Clocktower Commons Branch,0.999412,Inefficient
East Gause Branch,0.999412,Inefficient
Silver Lake Branch,0.999412,Inefficient
U Of R River Campus Branch,0.999412,Inefficient
Kenmore Branch,0.999411,Inefficient
Telegraph Canyon Branch,0.999411,Inefficient
Via Princessa Branch,0.999411,Inefficient
West Valley City Branch,0.999411,Inefficient
Memorial Branch,0.99941,Inefficient
Brown Trail Branch,0.999409,Inefficient
Cedar Park Banking Center Branch,0.999409,Inefficient
Shelton Branch,0.999409,Inefficient
West Windsor Branch,0.999409,Inefficient
Wickenburg-West Branch,0.999409,Inefficient
Zeeb Road Banking Branch,0.999408,Inefficient
Calimesa Branch,0.999407,Inefficient
Custer and Virginia Branch,0.999407,Inefficient
Illinois & Westfield Branch,0.999407,Inefficient
Huber Heights Branch,0.999406,Inefficient
Lower University On 25th Branch,0.999406,Inefficient
Ming Ave Branch,0.999406,Inefficient
Northern And19th Avenue Branch,0.999406,Inefficient
Times Corners Branch,0.999406,Inefficient
Bridgeport North End Branch,0.999405,Inefficient
College Grove Branch,0.999405,Inefficient
Lamar & 46th Banking Center Branch,0.999405,Inefficient
Lindenhurst Branch,0.999405,Inefficient
Prescott Valley Branch,0.999405,Inefficient
Alliance Center Branch,0.999404,Inefficient
Pickerington Branch,0.999404,Inefficient
S Archer Avenue Branch,0.999404,Inefficient
Spicewood Branch,0.999404,Inefficient
Three Village Branch,0.999403,Inefficient
Van Dyke-Plum Brook Branch,0.999403,Inefficient
Alexandria Main Branch,0.999402,Inefficient
Crossings Branch,0.999402,Inefficient
Fremont Irvington Branch,0.999402,Inefficient
Peekskill Branch,0.999402,Inefficient
Red Bank Branch,0.999402,Inefficient
Irvington Branch,0.999401,Inefficient
Fenton Silver Lake Banking Center Branch,0.9994,Inefficient
Ironwood and 23 Branch,0.9994,Inefficient
Lbj and Abrams Branch,0.9994,Inefficient
Niles Dempster Banking Center Branch,0.9994,Inefficient
Royal Palm Beach Branch,0.9994,Inefficient
Southport Branch,0.9994,Inefficient
Yuba City Branch,0.9994,Inefficient
Flagstaff Milton Road Branch,0.999399,Inefficient
Liverpool Branch,0.999399,Inefficient
North Pulaski Banking Center Branch,0.999399,Inefficient
York Avenue Hospital Bkg Cntr Branch,0.999399,Inefficient
Manlius Branch,0.999398,Inefficient
Shea and Tatum Banking Ctr. Branch,0.999398,Inefficient
Normandy Isle Branch,0.999397,Inefficient
Route 59 & Brookdale Banking Center Branch,0.999397,Inefficient
Seven Hills Branch,0.999397,Inefficient
Des Plaines and Kinzie Branch,0.999396,Inefficient
Drusilla Branch,0.999396,Inefficient
Gleannloch Farms Banking Center Branch,0.999396,Inefficient
Greenway and 65th Street Branch,0.999396,Inefficient
Greenacres City Branch,0.999395,Inefficient
Oakland Gardens Branch,0.999395,Inefficient
Poway Branch,0.999394,Inefficient
Rainbow Arroyo Branch,0.999394,Inefficient
Boynton Beach Mall Branch,0.999393,Inefficient
Betteravia Branch,0.999392,Inefficient
Kearny Mesa Branch,0.999392,Inefficient
Mayfield-Lyndhurst Branch,0.999392,Inefficient
Raritan Center Edison Branch,0.999392,Inefficient
San Diego 4s Ranch Branch,0.999392,Inefficient
Broadmoor Shreveport Branch,0.999391,Inefficient
Ford-Steadman Branch,0.999391,Inefficient
West Kendall Branch,0.99939,Inefficient
Campbell-Grant Branch,0.999389,Inefficient
Old Country Rd and Cherry Ln Branch,0.999389,Inefficient
Hasting Branch,0.999388,Inefficient
Hillcrest North Main Branch,0.999388,Inefficient
Carson Branch,0.999387,Inefficient
Chesterton Branch,0.999387,Inefficient
Lakeside Branch,0.999387,Inefficient
Twin Lakes Branch,0.999387,Inefficient
El Dorado Blvd Branch,0.999385,Inefficient
Grandville Branch,0.999385,Inefficient
Lakeshore East Banking Center Branch,0.999385,Inefficient
New Lenox Branch,0.999385,Inefficient
Franklin Park Banking Center Branch,0.999384,Inefficient
University - Lockwood Ridge Branch,0.999384,Inefficient
Wauconda Branch,0.999384,Inefficient
West Putnam and Valley Branch,0.999384,Inefficient
Wilshire Blvd and Granville Branch,0.999384,Inefficient
Fort Lauderdale Downtown Branch,0.999383,Inefficient
Hudson Branch,0.999383,Inefficient
Towne & 131st Banking Center Branch,0.999383,Inefficient
Vallejo Branch,0.999383,Inefficient
Courtyard Branch,0.999382,Inefficient
El Cajon East Branch,0.999382,Inefficient
Howell Grand River Branch,0.999382,Inefficient
Laurelhurst Branch,0.999382,Inefficient
Warren-Silvery Lane Branch,0.999382,Inefficient
Burien Branch,0.999381,Inefficient
Edgewater Broadway Branch,0.999381,Inefficient
Eugene Branch,0.999381,Inefficient
Flushing Point Branch,0.999381,Inefficient
Grant-Silverbell Branch,0.999381,Inefficient
Logan Square Banking Center Branch,0.999381,Inefficient
Midway Drive Branch,0.999381,Inefficient
Stuart Monterrey Branch,0.999381,Inefficient
Twinsburg Branch,0.999381,Inefficient
Chardon Square Branch,0.99938,Inefficient
West Chester Banking Center Branch,0.99938,Inefficient
Edmond Rd and Santa Fe Branch,0.999379,Inefficient
Graham Ave and Broadway Branch,0.999379,Inefficient
57th & First Avenue Branch,0.999378,Inefficient
Oroville Branch,0.999378,Inefficient
Southpark Branch,0.999378,Inefficient
Lake Elsinore Branch,0.999377,Inefficient
Massapequa Branch,0.999377,Inefficient
Montvale Banking Center Branch,0.999377,Inefficient
Webster Branch,0.999377,Inefficient
Kuykendahl Branch,0.999376,Inefficient
New City South Main Branch,0.999376,Inefficient
North Arlington Branch,0.999376,Inefficient
Brockway-Center Branch,0.999375,Inefficient
Fairwood Branch,0.999374,Inefficient
Harmon Tower Branch,0.999374,Inefficient
Northgate Branch,0.999373,Inefficient
Milford (Ford Street) Branch,0.999371,Inefficient
Noblesville Banking Center Branch,0.999371,Inefficient
Paradise Clark Rd Branch,0.999371,Inefficient
Sunnyvale Branch,0.999371,Inefficient
Corporate Park Branch,0.99937,Inefficient
Eldridge Town Center Branch,0.99937,Inefficient
Hempstead Fulton Branch,0.99937,Inefficient
Highlands Ranch Banking Center Branch,0.99937,Inefficient
Brentwood - Balfour Branch,0.999369,Inefficient
Lakewood Branch,0.999369,Inefficient
Miami Springs Branch,0.999369,Inefficient
Nelson Road Branch,0.999369,Inefficient
Uptown Whittier Branch,0.999369,Inefficient
Leimert Park Branch,0.999368,Inefficient
North Village Ave and Randall Branch,0.999368,Inefficient
Hidden Springs Rd Branch,0.999366,Inefficient
North Wells Branch,0.999366,Inefficient
Oil Center Branch,0.999366,Inefficient
Shawnee Branch,0.999366,Inefficient
Union & Utopia Branch,0.999365,Inefficient
Verona Branch,0.999365,Inefficient
Larkin Branch,0.999364,Inefficient
Grandview-Wapakoneta Branch,0.999363,Inefficient
Grogans Mill Branch,0.999363,Inefficient
Hylan Plaza Branch,0.999363,Inefficient
Bedford and Dekalb Branch,0.999362,Inefficient
Canoga Park Branch,0.999362,Inefficient
Greenlawn Branch,0.999362,Inefficient
Kensington Branch,0.999362,Inefficient
Newtown Branch,0.999362,Inefficient
Southeast Woodstock and 47th Branch,0.999362,Inefficient
Terra Nova Branch,0.999362,Inefficient
East F Street Branch,0.999361,Inefficient
Oxford Lapeer Branch,0.999361,Inefficient
Bonnabel Branch,0.99936,Inefficient
Sepulveda and Mariposa Branch,0.99936,Inefficient
Bell-Maywood Branch,0.999358,Inefficient
Boardman Branch,0.999358,Inefficient
Lake Forest and Eldorado Branch,0.999358,Inefficient
San Jose - Lawrence Branch,0.999358,Inefficient
Sepulveda and LA Tijera Branch,0.999358,Inefficient
Streamwood Facility Branch,0.999358,Inefficient
Knoxville Branch,0.999357,Inefficient
Mcallen North Branch,0.999357,Inefficient
Skokie and Glenview Bkg. Ctr. Branch,0.999357,Inefficient
Tamarac Branch,0.999356,Inefficient
