Branch,Efficiency_Score,Status
Tysens Lane Branch,0.998594,Inefficient
South Huntington Branch,0.998593,Inefficient
Chatsworth Street Branch,0.998591,Inefficient
Kew Gardens Branch,0.998591,Inefficient
Avery Road Branch,0.99859,Inefficient
Upper Broadway Branch,0.99859,Inefficient
Panther Creek Branch,0.998588,Inefficient
Coral Way and 27th Branch,0.998585,Inefficient
Edinger Branch,0.998583,Inefficient
Houston Tower Branch,0.998583,Inefficient
Morris Park Branch,0.998583,Inefficient
North Richardson Branch,0.998582,Inefficient
Northfield Branch,0.998582,Inefficient
Coney Island Avenue Branch,0.99858,Inefficient
6 Mile/Newburgh Branch,0.998579,Inefficient
Huntington Main Branch,0.998578,Inefficient
Torrance Branch,0.998578,Inefficient
Queens Blvd and 64th Ave Branch,0.998577,Inefficient
San Ramon Branch,0.998576,Inefficient
Pinecrest Branch,0.998574,Inefficient
North Figueroa St Branch,0.998572,Inefficient
Bar Harbour Branch,0.998571,Inefficient
Astoria Broadway and 21st St Branch,0.998568,Inefficient
Universal Branch,0.998567,Inefficient
Summit Square Branch,0.998566,Inefficient
Sycamore Branch,0.998565,Inefficient
Randall Branch,0.998564,Inefficient
Santa Cruz Ave Branch,0.998562,Inefficient
Springbrook Branch,0.998562,Inefficient
Arapahoe Branch,0.99856,Inefficient
Hollywood Branch,0.99856,Inefficient
Temple City Camellia Branch,0.998559,Inefficient
Midland Avenue Branch,0.998552,Inefficient
Westminster Mall Branch,0.99855,Inefficient
First Colony Branch,0.998548,Inefficient
Northbrook Dundee Branch,0.998545,Inefficient
Stony Brook Branch,0.998544,Inefficient
Agoura Hills Office Branch,0.998542,Inefficient
East Hampton Branch,0.998542,Inefficient
Davis Branch,0.998541,Inefficient
LA Habra Branch,0.998537,Inefficient
Mount Sinai Branch,0.998536,Inefficient
Cactus-Tatum Branch,0.998532,Inefficient
Dana Point Branch,0.99853,Inefficient
Plantation Branch,0.99853,Inefficient
Hoffman Estates Branch,0.998528,Inefficient
Carnegie Hill Branch,0.998526,Inefficient
Garland Broadway Branch,0.998526,Inefficient
Gedney Branch,0.998524,Inefficient
37th & Seventh Branch,0.998519,Inefficient
Bellaire Banking Center Branch,0.998516,Inefficient
Seacliff Branch,0.998516,Inefficient
Jackson Heights Branch,0.998514,Inefficient
Conroe Branch,0.998508,Inefficient
Millburn Banking Center Branch,0.998508,Inefficient
Lawrence Rockaway Branch,0.998504,Inefficient
Boston Post Rd and Weaver Branch,0.998499,Inefficient
Glenview/River Drive Branch,0.998498,Inefficient
Westwood Branch,0.998498,Inefficient
Coronado Branch,0.998496,Inefficient
Eighty Sixth St and 19th Branch,0.998495,Inefficient
Nanuet Driveup Branch,0.998495,Inefficient
Tyler Branch,0.998495,Inefficient
Riviera Branch,0.998494,Inefficient
Topanga Canyon Branch,0.99849,Inefficient
Palatine Branch,0.998488,Inefficient
Main Washington Branch,0.998486,Inefficient
Commack Vanderbilt Pkwy Branch,0.998484,Inefficient
San Carlos Branch,0.998483,Inefficient
Wayne Valley Road Branch,0.998483,Inefficient
Northcross Branch,0.998482,Inefficient
Ridgewood Branch,0.99848,Inefficient
Veterans Branch,0.99848,Inefficient
San Marcelo Branch,0.998479,Inefficient
LA Canada/Funtridge Branch,0.998477,Inefficient
Long Beach Plaza Branch,0.998477,Inefficient
San Carlos Branch,0.998477,Inefficient
Bloomington In Main Branch,0.998476,Inefficient
Farmington Branch,0.998476,Inefficient
Laguna Hills Branch,0.998474,Inefficient
Mt. Prospect Countryside Branch,0.998473,Inefficient
Walton-Adams Branch,0.998473,Inefficient
Arden Heights Branch,0.998472,Inefficient
Bedford Village Branch,0.99847,Inefficient
Delancey Street Branch,0.998469,Inefficient
Ny Presbyterian Branch,0.998466,Inefficient
Mapleton Branch,0.998465,Inefficient
Westwood Village Branch,0.998465,Inefficient
Van Dyke-Twelve Mile Branch,0.998464,Inefficient
Main Street Salinas Branch,0.998463,Inefficient
Arboretum Branch,0.998462,Inefficient
Lake Zurich Plaza Branch,0.998461,Inefficient
Danville Branch,0.998453,Inefficient
Overlake Park Branch,0.998452,Inefficient
Wilton Center Branch,0.99845,Inefficient
79th/Cicero Branch,0.998448,Inefficient
State Street Branch,0.998447,Inefficient
Deer Park Grand Blvd Branch,0.998439,Inefficient
Hollywood West Branch,0.998439,Inefficient
Lincoln Branch,0.998439,Inefficient
Broadway-Flushing Branch,0.998438,Inefficient
Katella Branch,0.998437,Inefficient
Wilshire Center Branch,0.998433,Inefficient
Havenhurst Branch,0.998432,Inefficient
Pelham Branch,0.998432,Inefficient
Rye Ridge Branch,0.998432,Inefficient
Kenosha Main Branch,0.998431,Inefficient
Lewisville Civic Branch,0.998427,Inefficient
Hunters Point Branch,0.998423,Inefficient
Charleston Main Branch,0.99842,Inefficient
Anaheim Hills Branch,0.998419,Inefficient
Greenway Branch,0.998419,Inefficient
Parker and Tollway Branch,0.998419,Inefficient
South Coast Branch,0.998418,Inefficient
Hoboken Branch,0.998416,Inefficient
London Terrace Branch,0.998416,Inefficient
Corte Madera Branch,0.99841,Inefficient
West Little York Branch,0.99841,Inefficient
West Hills Branch,0.998404,Inefficient
Downey Firestone Branch,0.998403,Inefficient
Casa Linda Branch,0.998398,Inefficient
Livermore Branch,0.998398,Inefficient
Jefferson Street Branch,0.998397,Inefficient
Lima Main Branch,0.998392,Inefficient
San Felipe Branch,0.99839,Inefficient
Park Forest Branch,0.998389,Inefficient
Montclair Branch,0.998387,Inefficient
Belmont Shore Branch,0.998385,Inefficient
Grand Army Plaza Branch,0.99838,Inefficient
Sun City West Branch,0.998377,Inefficient
Brookhurst and Chapman Branch,0.998375,Inefficient
Westport Main Street Branch,0.998372,Inefficient
Melville Branch,0.998368,Inefficient
Polaris Branch,0.998366,Inefficient
Huntington Harbour Branch,0.998364,Inefficient
Pinnacle Peak Branch,0.998364,Inefficient
Halston and Harrison Branch,0.998363,Inefficient
Downtown Arlington Branch,0.998362,Inefficient
Commackvets Hwy Branch,0.998361,Inefficient
University High Street Branch,0.998361,Inefficient
Novi Branch,0.998352,Inefficient
Willow Glen Branch,0.99835,Inefficient
East Hills Branch,0.998349,Inefficient
Highway 22 Branch,0.998349,Inefficient
Chelsea Branch,0.998346,Inefficient
Geary and 21st Ave Branch,0.998343,Inefficient
Hillside Branch,0.998341,Inefficient
Chandler and 40th Street Branch,0.99834,Inefficient
Vanderbilt Beach and US 41n Branch,0.998339,Inefficient
Glendale and 7th Street Branch,0.998338,Inefficient
Islip Branch,0.998333,Inefficient
Manhasset Branch,0.99833,Inefficient
Richmond Hill South Branch,0.998328,Inefficient
Chauncey Village Branch,0.998325,Inefficient
Larchmont Branch,0.998325,Inefficient
Beverly Hills - LA Cienega Branch,0.998322,Inefficient
Riverside Branch,0.99832,Inefficient
Summit Branch,0.998318,Inefficient
Woodbury Rd and W Gate Branch,0.998306,Inefficient
Cerritos Branch,0.998303,Inefficient
Sauganash Branch,0.998303,Inefficient
Shea Boulevard and 90th St Branch,0.998299,Inefficient
Throggs Neck Branch,0.998297,Inefficient
Summit Mall Branch,0.998295,Inefficient
Biscayne Boulevard Branch,0.998293,Inefficient
Temple City Branch,0.998293,Inefficient
Rogers Park Branch,0.998292,Inefficient
Champions Branch,0.998287,Inefficient
Rockridge Branch,0.998287,Inefficient
Camelback and 44th Street Branch,0.998284,Inefficient
Colleyville Branch,0.998277,Inefficient
Fairfield Center Branch,0.998274,Inefficient
Millbrae Branch,0.998272,Inefficient
Astoria 30th Avenue Branch,0.99827,Inefficient
Rancho Park Branch,0.998269,Inefficient
St. Charles/Randall Facility Branch,0.998265,Inefficient
Diamond Bar Branch,0.998252,Inefficient
Canal St and Baxter Branch,0.998251,Inefficient
Woodloch Forest Branch,0.998251,Inefficient
East Thousand Oaks Blvd Branch,0.99825,Inefficient
LA Grange Branch,0.998243,Inefficient
Hudson Street Branch,0.998241,Inefficient
Little Neck Branch,0.99824,Inefficient
Santa Clara Valley Fair Branch,0.998239,Inefficient
Castro Valley Branch,0.998236,Inefficient
Encinitas Branch,0.998235,Inefficient
Odessa Branch,0.998233,Inefficient
Bay Ridge Third Avenue Branch,0.998229,Inefficient
Great Neck Northern Boulevard Branch,0.998229,Inefficient
Niles Branch,0.998229,Inefficient
Bay Terrace Branch,0.998224,Inefficient
Smithtown Branch,0.998224,Inefficient
Uptown Branch,0.998222,Inefficient
Hauppauge Branch,0.998217,Inefficient
Ninth Street Branch,0.998215,Inefficient
Short Hills Branch,0.998215,Inefficient
Grand Street Branch,0.998214,Inefficient
Glen Ellyn Banking Center Branch,0.998213,Inefficient
Flatbush Branch,0.998209,Inefficient
Glendale Ave Branch,0.998209,Inefficient
Cedarhurst Banking Center Branch,0.998208,Inefficient
Kingwood Branch,0.998207,Inefficient
Jefferson Valley Mall Branch,0.998206,Inefficient
Memorial Villages Branch,0.998204,Inefficient
West University Branch,0.998194,Inefficient
Chinatown Grant Branch,0.998192,Inefficient
North San Fernando Blvd Branch,0.998191,Inefficient
Rolling Hills Estates Branch,0.99819,Inefficient
Hamilton Avenue Branch,0.998187,Inefficient
Quaker Ridge Branch,0.998185,Inefficient
Ford Road-Canton Center Branch,0.998184,Inefficient
San Bruno Branch,0.998172,Inefficient
Champaign Main Branch,0.998168,Inefficient
Newport Center Branch,0.998167,Inefficient
LA Mirada Branch,0.998165,Inefficient
Third and University Center,0.998164,Inefficient
Wantagh Branch,0.998154,Inefficient
Gracie Square Branch,0.998151,Inefficient
Shattuck Branch,0.998151,Inefficient
Plymouth Green Branch,0.998144,Inefficient
Syosset Branch,0.998144,Inefficient
Oceanside Branch,0.998141,Inefficient
Plainview Branch,0.99814,Inefficient
Stuyvesant Town Branch,0.998132,Inefficient
Brentwood 26th St Branch,0.998131,Inefficient
Southlake Branch,0.998128,Inefficient
Fountain Valley Branch,0.998125,Inefficient
N. Territorial Sheldon Branch,0.998125,Inefficient
Sugar Land Branch,0.998125,Inefficient
Yorba Linda Branch,0.998124,Inefficient
North Massapequa Branch,0.998121,Inefficient
Westfield Branch,0.998119,Inefficient
Market and Kearny Branch,0.998117,Inefficient
Orchard Lake-Maple Road Branch,0.998117,Inefficient
Alameda South Shore Branch,0.998115,Inefficient
Green Acres West Branch,0.998114,Inefficient
E 14th Street San Leandro Branch,0.998113,Inefficient
Bay Parkway and 85th St Branch,0.998109,Inefficient
El Camino Real and Los Padres Branch,0.998107,Inefficient
Woodside Branch,0.998104,Inefficient
Bayside Bell Branch,0.998102,Inefficient
Mcdonald Avenue Branch,0.998098,Inefficient
Fremont Branch,0.998078,Inefficient
Downers Grove Ogden Branch,0.998076,Inefficient
Golf Road Branch,0.998075,Inefficient
Lexington Avenue & 72nd Street Branch,0.998067,Inefficient
Culver City Branch,0.998065,Inefficient
San Gabriel Branch,0.998062,Inefficient
San Marino Branch,0.998052,Inefficient
Mineola Court House Branch,0.998049,Inefficient
Second Avenue & 86th Street Branch,0.998044,Inefficient
West Maple & Cranbrook Branch,0.998044,Inefficient
Hicksville Branch,0.998037,Inefficient
Chatham Square Branch,0.998035,Inefficient
LA Salle St North Branch,0.998031,Inefficient
Biscayne Branch,0.998029,Inefficient
South Pasadena Branch,0.998025,Inefficient
Seventh Ave. and 53rd Street Bkg. Ctr. Branch,0.998012,Inefficient
Parkway Branch,0.998011,Inefficient
West Portal Branch,0.998007,Inefficient
West Covina Branch,0.998004,Inefficient
Babylon Branch,0.998002,Inefficient
Sunset Park Banking Center Branch,0.997999,Inefficient
Los Feliz Branch,0.997994,Inefficient
Los Altos Branch,0.997993,Inefficient
Fresh Meadows Branch,0.997991,Inefficient
Downtown Dallas Branch,0.997986,Inefficient
South Preston Royal Branch,0.997975,Inefficient
Wall Street and Williams Branch,0.997974,Inefficient
Appleton Main Branch,0.997973,Inefficient
Cme Branch,0.997973,Inefficient
Sheepshead Bay Branch,0.997973,Inefficient
Richardson Branch,0.997968,Inefficient
University Hills Branch,0.997967,Inefficient
South Street Branch,0.997965,Inefficient
Brighton Beach Branch,0.997964,Inefficient
Stamford Prospect Street Branch,0.997963,Inefficient
Steinway and Broadway Branch,0.99796,Inefficient
Hinsdale/Ogden Branch,0.99795,Inefficient
Berryessa Branch,0.997948,Inefficient
Mulford Branch,0.997944,Inefficient
Main and Newell Branch,0.997936,Inefficient
Irving and 24th Branch,0.99793,Inefficient
Lexington Main Branch,0.997929,Inefficient
Arcadia Branch,0.997928,Inefficient
Arlington Rand Branch,0.997921,Inefficient
Dayton Main Branch,0.997915,Inefficient
Broadway Hewlett Branch,0.997914,Inefficient
Hilton Village Branch,0.997907,Inefficient
Fort Lee Branch,0.997897,Inefficient
Encino Main Branch,0.997893,Inefficient
Wacker Drive Branch,0.997893,Inefficient
San Mateo Branch,0.997883,Inefficient
Barclay St Branch,0.99788,Inefficient
Madison Ave and 38th St Branch,0.99788,Inefficient
Park Avenue & 57th Street Bkg. Ctr. Branch,0.99788,Inefficient
Broadway Lispenard Branch,0.997879,Inefficient
Greenwich Deerfield Branch,0.997879,Inefficient
Grand Branch,0.997878,Inefficient
Somerset Branch,0.997878,Inefficient
Sixth Avenue and 43rd Street Branch,0.997859,Inefficient
Greenwich Financial Center Branch,0.997858,Inefficient
Buena Park Branch,0.997847,Inefficient
Dr Phillips Blvd Branch,0.997847,Inefficient
Campus Branch,0.997846,Inefficient
Bernardo Center Branch,0.997842,Inefficient
Mill Basin Branch,0.997837,Inefficient
Thirteenth Ave and 48th St Branch,0.997837,Inefficient
Brand Blvd Branch,0.997835,Inefficient
Saratoga Ave Branch,0.997832,Inefficient
Whittier Branch,0.99783,Inefficient
Tanglewood Branch,0.997825,Inefficient
Abingdon Square Branch,0.99782,Inefficient
Chrysler Building Branch,0.997819,Inefficient
Carol Stream Branch,0.997813,Inefficient
Murray Hill Branch,0.997812,Inefficient
Tarzana Branch,0.997805,Inefficient
West Long Lake + Telegraph Branch,0.997805,Inefficient
Grand Rapids Plaza Branch,0.99779,Inefficient
Stafford Branch,0.99779,Inefficient
San Antonio Downtown Branch,0.997789,Inefficient
Northridge Plaza Branch,0.997758,Inefficient
Bloomingdales Branch,0.997752,Inefficient
Lakeside Plaza Branch,0.997749,Inefficient
Katy Freeway Branch,0.997744,Inefficient
Uptown Colorado Springs Branch,0.997744,Inefficient
Almaden Branch,0.997732,Inefficient
Seventh Street Branch,0.99773,Inefficient
East Meadow Branch,0.997728,Inefficient
Eldridge Parkway Branch,0.997725,Inefficient
Broadway Center Branch,0.99772,Inefficient
Lincoln Park Branch,0.997719,Inefficient
Middlefield Road Branch,0.997703,Inefficient
Richmond/Sage Branch,0.997697,Inefficient
Northeast 8th and 106th Branch,0.997693,Inefficient
Gateway Plaza Branch,0.997687,Inefficient
Torrance Del Amo Branch,0.997681,Inefficient
Greenpoint Branch,0.997679,Inefficient
Monterey Park Branch,0.997676,Inefficient
Near North Branch,0.997676,Inefficient
New City New Hempstead Branch,0.997671,Inefficient
Ventura Blvd and Colbath Branch,0.997663,Inefficient
Barranca Parkway Branch,0.997651,Inefficient
Boca Raton Downtown Branch,0.99765,Inefficient
Whitestone Branch,0.997641,Inefficient
Oak Brook Branch,0.997638,Inefficient
Kew Gardens Hills Branch,0.997629,Inefficient
Tustin Branch,0.997628,Inefficient
West 86th Street Branch,0.997619,Inefficient
Stratford Branch,0.997615,Inefficient
Boston and 4th Branch,0.997613,Inefficient
Southampton Driveup Branch,0.997604,Inefficient
Vernon Hills Scarsdale Branch,0.997577,Inefficient
New Canaan Branch,0.997573,Inefficient
Kirby Motor Bank Branch,0.997572,Inefficient
Alton Road Branch,0.997569,Inefficient
Nogales-Mariposa Branch,0.997561,Inefficient
Fox Valley Branch,0.997559,Inefficient
Stevens Creek Branch,0.997554,Inefficient
Riverdale Branch,0.99754,Inefficient
Noho Branch,0.997536,Inefficient
Arizona Ave and 4th Street Branch,0.997526,Inefficient
Greenvale Branch,0.997522,Inefficient
Springfield Main Branch,0.997498,Inefficient
Sunny Isles Beach Branch,0.997492,Inefficient
Arlington Main Branch,0.99749,Inefficient
Wheaton Main Branch,0.997484,Inefficient
Havemeyer and Broadway Branch,0.997483,Inefficient
Madison & 79th Street Branch,0.99748,Inefficient
West 14th Street Branch,0.997462,Inefficient
Tuscon Downtown Branch,0.997459,Inefficient
Sixth Avenue and 23rd St Branch,0.997455,Inefficient
Libertyville-Milwaukee Branch,0.997421,Inefficient
Second Avenue and 62nd St Branch,0.997408,Inefficient
Scarsdale Branch,0.997403,Inefficient
Madison Waverly Branch,0.997402,Inefficient
Memorial Drive Houston Branch,0.997387,Inefficient
Arlington Heights Dunton Branch,0.997385,Inefficient
De Anza Blvd Branch,0.997382,Inefficient
Pasadena Main Branch,0.997366,Inefficient
Biltmore Branch,0.997354,Inefficient
Park Avenue and 52nd St Branch,0.99732,Inefficient
Munsey Park Branch,0.997311,Inefficient
Park Slope Branch,0.99729,Inefficient
Columbus Avenue & 72nd Street Branch,0.997273,Inefficient
Reagan Motor Bank Branch,0.997256,Inefficient
Milwaukee Street Branch,0.997222,Inefficient
West Lakeview Branch,0.997205,Inefficient
Orland Park Lagrange Branch,0.9972,Inefficient
Hancock Center Branch,0.997182,Inefficient
Fashion Park Branch,0.997167,Inefficient
East End Branch,0.997157,Inefficient
Wilshire Branch,0.997155,Inefficient
Medical Branch,0.997148,Inefficient
Mcallen Neuhaus Tower Branch,0.99714,Inefficient
Willowbrook Facility Branch,0.997131,Inefficient
White Plains Branch,0.997126,Inefficient
Third Avenue and 79th Street Branch,0.997117,Inefficient
Woodridge Branch,0.997113,Inefficient
Sheridan Square Branch,0.997112,Inefficient
Beverly Hills Branch,0.997093,Inefficient
Bay Ridge Branch,0.997072,Inefficient
Park Avenue and 48th St Branch,0.99704,Inefficient
El Paso - Downtown Branch,0.997025,Inefficient
Studio City Branch,0.997013,Inefficient
Broadway and 96th Street Branch,0.996988,Inefficient
Pfingsten Branch,0.996987,Inefficient
Oaklawn & Wycliff Banking Center Branch,0.996968,Inefficient
551 Newport Center Drive Branch,0.996965,Inefficient
Avenue U and East 17th St Branch,0.99695,Inefficient
Madison Avenue & 86th Street Branch,0.996933,Inefficient
Fit Seventh Avenue Branch,0.996879,Inefficient
749 El Camino Real Branch,0.996878,Inefficient
